,City,Town,Neighborhood,Apartment Type,House Type,House Age,House Size,Room Count,Floor,Furniture,Bathroom Count,Hand,Heater Type,Heater Fuel,Price
1011,Ankara,Çankaya,Mustafa Kemal,Daire,Daire,5,165 m2,3 + 1,21 ve üzeri,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,50000
1012,Hatay,Defne,Çekmece,Daire,Daire,1,135 m2,3 + 1,Giriş Katı,False,1.0,Sıfır,Isıtma Yok,Doğalgaz,160000
1013,Antalya,Alanya,Oba,Daire,Daire,Sıfır,120 m2,2 + 1,2. Kat,False,1.0,Sıfır,Klima,Elektrik,17000
1014,Bursa,Nilüfer,Altınşehir,Daire,Daire,10,140 m2,2 + 1,Yarı Bodrum,False,2.0,İkinci El,Kombi,Doğalgaz,10000
1015,İstanbul,Bakırköy,Kartaltepe,Daire,Daire,30,90 m2,2 + 1,Bahçe Katı,,1.0,,Kombi,,17000
1016,İstanbul,Sarıyer,Maslak,Residence,Residence,10,144 m2,2 + 1,21 ve üzeri,True,3.0,İkinci El,Merkezi,Doğalgaz,120000
1017,İstanbul,Şişli,Mecidiyeköy,Daire,Daire,16,80 m2,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,17500
1018,Eskişehir,Tepebaşı,Sütlüce,Daire,Daire,9,55 m2,1 + 1,1. Kat,False,1.0,,Kombi,,7000
1019,İstanbul,Beşiktaş,Levazım,Daire,Daire,29,135 m2,3 + 1,Bahçe Katı,False,2.0,,Merkezi (Pay Ölçer),,75000
1020,Adana,Seyhan,Akkapı,Müstakil Ev,Müstakil Ev,25,180 m2,3 + 1,,False,1.0,İkinci El,Klima,Elektrik,85000
1021,İstanbul,Fatih,Seyyid Ömer,Daire,Daire,42,65 m2,1 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,8500
1022,İstanbul,Beylikdüzü,Barış,Daire,Daire,9,85 m2,1 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16500
1023,Hatay,İskenderun,Mustafa Kemal,Daire,Daire,Sıfır,140 m2,3 + 1,2. Kat,False,3.0,,Yerden Isıtma,,25000
1024,Zonguldak,Merkez,İncivez,Daire,Daire,4,60 m2,1 + 1,En Üst Kat,True,1.0,İkinci El,Kombi,Doğalgaz,13000
1025,İzmir,Seferihisar,Atatürk,Villa,Villa,24,165 m2,3 + 1,,False,1.0,İkinci El,Klima,Elektrik,25000
1026,İstanbul,Beyoğlu,Müeyyetzade,Daire,Daire,10,90 m2,2 + 1,5. Kat,,2.0,İkinci El,Kombi,Doğalgaz,50000
1027,Ankara,Çankaya,Doğuş,Daire,Daire,55,100 m2,3 + 1,Kot 1,True,1.0,İkinci El,Merkezi,Doğalgaz,14900
1028,Muğla,Bodrum,Koyunbaba,Daire,Daire,5,100 m2,2 + 1,2. Kat,True,2.0,İkinci El,Klima,Elektrik,90000
1029,Antalya,Alanya,Avsallar,Daire,Daire,8,100 m2,2 + 1,2. Kat,False,1.0,Sıfır,Klima,Elektrik,12000
1030,Balıkesir,Bandırma,Paşabayır,Daire,Daire,25,115 m2,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
1031,Ankara,Gölbaşı,Kızılcaşar,Daire,Daire,Sıfır,110 m2,4 + 1,En Üst Kat,False,2.0,Sıfır,Kombi,,26000
1032,Edirne,Merkez,Şükrüpaşa,Daire,Daire,Sıfır,105 m2,2 + 1,Ara Kat,False,1.0,Sıfır,Kombi,Doğalgaz,20000
1033,İzmir,Menemen,Kasımpaşa,Daire,Daire,15,100 m2,3 + 1,3. Kat,True,1.0,İkinci El,Klima,Elektrik,14000
1034,Ankara,Keçiören,Etlik,Daire,Daire,31,110 m2,3 + 1,3. Kat,False,1.0,,Kombi,,17500
1035,İstanbul,Tuzla,Cami,Daire,Daire,16,140 m2,3 + 1,1. Kat,False,1.0,,Kombi,,25000
1036,Mersin(İçel),Mezitli,Viranşehir,Daire,Daire,6,230 m2,3 + 1,11. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,20000
1037,İstanbul,Gaziosmanpaşa,Karayolları,Daire,Daire,11,78 m2,1 + 1,11. Kat,False,1.0,,Kombi,,27500
1038,Adana,Sarıçam,Gültepe,Daire,Daire,1,60 m2,1 + 1,14. Kat,True,1.0,Sıfır,Klima,Elektrik,12000
1039,Ankara,Mamak,Cengizhan,Daire,Daire,15,125 m2,3 + 1,7. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,20000
1040,Adana,Sarıçam,Gültepe,Daire,Daire,1,60 m2,1 + 1,14. Kat,True,1.0,Sıfır,Klima,Elektrik,12000
1041,Ankara,Çankaya,Kültür,Daire,Daire,40,135 m2,3 + 1,2. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,20000
1042,Antalya,Muratpaşa,Yenigün,Daire,Daire,15,100 m2,2 + 1,1. Kat,True,1.0,İkinci El,Klima,Elektrik,15000
1043,Ankara,Keçiören,Etlik,Daire,Daire,7,200 m2,4 + 1,5. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,28000
1044,Ankara,Çankaya,İlkbahar,Daire,Daire,Sıfır,125 m2,2 + 1,15. Kat,True,2.0,,Merkezi (Pay Ölçer),,38000
1045,Ankara,Keçiören,Aşağı Eğlence,Daire,Daire,20,130 m2,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,23000
1046,Bursa,Nilüfer,30 Ağustos Zafer,Daire,Daire,4,102 m2,2 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,17000
1047,İstanbul,Kartal,Cevizli,Daire,Daire,26,90 m2,1 + 1,Giriş Katı,False,1.0,İkinci El,Kombi,Doğalgaz,13500
1048,İstanbul,Maltepe,Fındıklı,Daire,Daire,8,90 m2,2 + 1,Kot 2,,1.0,,Kombi,,17500
1049,Adana,Çukurova,Yurt,Daire,Daire,25,145 m2,3 + 1,Ara Kat,False,1.0,İkinci El,Klima,Elektrik,13000
1050,Ankara,Keçiören,Etlik,Daire,Daire,25,110 m2,2 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,16500
1051,Sinop,Merkez,Yeni,Daire,Daire,20,75 m2,1 + 1,Ara Kat,True,1.0,İkinci El,Kombi,Doğalgaz,10000
1052,Ankara,Keçiören,Esertepe,Daire,Daire,7,165 m2,4 + 1,2. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,21000
1053,İstanbul,Güngören,Haznedar,Daire,Daire,22,220 m2,5 + 1,6. Kat,False,2.0,İkinci El,Kat Kaloriferi,Doğalgaz,30000
1054,Samsun,Atakum,Mevlana,Daire,Daire,1,70 m2,1 + 1,2. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,7000
1055,Hatay,Defne,Turunçlu,Daire,Daire,1,150 m2,3 + 1,3. Kat,False,1.0,Sıfır,Merkezi,Doğalgaz,17000
1056,Antalya,Alanya,Mahmutlar,Daire,Daire,3,55 m2,1 + 1,3. Kat,False,1.0,İkinci El,Klima,Elektrik,12250
1057,Ankara,Altındağ,Gültepe,Daire,Daire,15,120 m2,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,13500
1058,Muğla,Bodrum,Akyarlar,Müstakil Ev,Müstakil Ev,13,150 m2,2 + 1,,True,1.0,İkinci El,Klima,Elektrik,75000
1059,Zonguldak,Merkez,Meşrutiyet,Daire,Daire,1,130 m2,2 + 1,6. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,17000
1060,İstanbul,Maltepe,Küçükyalı,Daire,Daire,31,120 m2,2 + 1,1. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,24000
1061,Adana,Sarıçam,Çarkıpare,Daire,Daire,4,140 m2,4 + 1,17. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,12500
1062,İstanbul,Esenyurt,Cumhuriyet,Daire,Daire,8,110 m2,2 + 1,1. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,14000
1063,Ankara,Çankaya,Kızılırmak,Residence,Residence,11,340 m2,5 + 1,21 ve üzeri,True,2.0,,Merkezi (Pay Ölçer),,105000
1064,Ankara,Etimesgut,Göksu,Daire,Daire,20,135 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,22500
1065,İstanbul,Sarıyer,Zekeriyaköy,Villa,Villa,13,330 m2,4 + 1,,False,3.0,İkinci El,Kombi,Doğalgaz,160000
1066,Aydın,Kuşadası,Ege,Daire,Daire,16,90 m2,2 + 1,2. Kat,True,1.0,İkinci El,Klima,Elektrik,25000
1067,Muğla,Bodrum,Yalıkavak,Villa,Villa,1,200 m2,3 + 1,,True,2.0,,Klima,Elektrik,350000
1068,İstanbul,Arnavutköy,Deliklikaya,Daire,Daire,8,84 m2,2 + 1,7. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,10500
1069,Ankara,Çankaya,Ertuğrulgazi,Daire,Daire,25,130 m2,3 + 1,Kot 1,False,1.0,İkinci El,Kombi,Doğalgaz,13500
1070,Antalya,Muratpaşa,Konuksever,Daire,Daire,12,90 m2,2 + 1,Yüksek Giriş,True,1.0,İkinci El,Klima,Elektrik,15000
1071,İstanbul,Beylikdüzü,Kavaklı,Daire,Daire,2,145 m2,2 + 1,2. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,44000
1072,Ankara,Çankaya,Birlik,Daire,Daire,11,130 m2,2 + 1,1. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,20500
1073,Antalya,Döşemealtı,Yeşilbayır,Villa,Villa,10,250 m2,4 + 1,,False,2.0,İkinci El,Klima,Elektrik,30000
1074,Ankara,Çankaya,Kırkkonaklar,Daire,Daire,22,165 m2,4 + 1,1. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,22000
1075,İstanbul,Kağıthane,Yahya Kemal,Daire,Daire,2,85 m2,2 + 1,5. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,25000
1076,İstanbul,Avcılar,Cihangir,Daire,Daire,35,260 m2,3 + 2,3. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,26500
1077,İstanbul,Beylikdüzü,Adnan Kahveci,Daire,Daire,7,240 m2,4 + 1,5. Kat,False,3.0,Betonarme,Kombi,Doğalgaz,35000
1078,Antalya,Kepez,Ahatlı,Daire,Daire,7,75 m2,2 + 0,1. Kat,True,1.0,İkinci El,Klima,Elektrik,14000
1079,İstanbul,Büyükçekmece,Karaağaç,Villa,Villa,10,310 m2,6 + 1,,False,3.0,İkinci El,Kombi,Doğalgaz,110000
1080,Ankara,Yenimahalle,Kentkoop,Daire,Daire,23,160 m2,3 + 1,5. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,23000
1081,Ankara,Sincan,Mustafa Kemal,Daire,Daire,9,150 m2,3 + 1,Ara Kat,False,2.0,İkinci El,Kombi,Doğalgaz,18000
1082,İstanbul,Kartal,Hürriyet,Daire,Daire,5,250 m2,4 + 2,En Üst Kat,False,3.0,,Kombi,Doğalgaz,30000
1083,Adana,Seyhan,Yenibaraj,Daire,Daire,26,180 m2,3 + 1,5. Kat,False,1.0,İkinci El,Klima,Elektrik,125000
1084,Ankara,Keçiören,Kanuni,Daire,Daire,1,210 m2,4 + 1,1. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,33500
1085,Samsun,Bafra,Çilhane,Daire,Daire,25,110 m2,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,7000
1086,Rize,Merkez,Engindere,Daire,Daire,6,150 m2,3 + 1,11. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,20000
1087,Hatay,İskenderun,Pirireis,Müstakil Ev,Müstakil Ev,15,120 m2,2 + 1,,False,1.0,İkinci El,Klima,Elektrik,9000
1088,Zonguldak,Ereğli,Kırmacı,Daire,Daire,Sıfır,185 m2,4 + 1,1. Kat,False,2.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,25000
1089,İstanbul,Beyoğlu,Ömer Avni,Daire,Daire,70,120 m2,2 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,48000
1090,Sinop,Boyabat,Çamlıca,Daire,Daire,11,140 m2,3 + 1,2. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,13000
1091,Denizli,Merkezefendi,Yenişafak,Daire,Daire,15,155 m2,3 + 1,En Üst Kat,False,1.0,,Kombi,Doğalgaz,18100
1092,İzmir,Konak,Piri Reis,Daire,Daire,50,140 m2,2 + 1,7. Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,21000
1093,Balıkesir,Bandırma,Paşakent,Daire,Daire,8,75 m2,2 + 1,Giriş Katı,True,1.0,İkinci El,Kombi,Doğalgaz,14000
1094,Eskişehir,Tepebaşı,Yenibağlar,Daire,Daire,19,50 m2,1 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,8000
1095,İzmir,Karabağlar,Gülyaka,Daire,Daire,10,130 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
1096,Tekirdağ,Çerkezköy,Fatih,Villa,Villa,6,552 m2,6 + 1,,True,3.0,İkinci El,Kombi,Doğalgaz,60000
1097,Balıkesir,Altıeylül,Bahçelievler,Daire,Daire,Sıfır,51 m2,1 + 1,Ara Kat,True,1.0,Sıfır,Yerden Isıtma,Doğalgaz,15500
1098,Bursa,Nilüfer,19 Mayıs,Daire,Daire,Sıfır,130 m2,2 + 1,3. Kat,True,2.0,Sıfır,Yerden Isıtma,Doğalgaz,25000
1099,Denizli,Merkezefendi,Gültepe,Daire,Daire,16,120 m2,2 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12500
1100,Denizli,Pamukkale,Yunusemre,Daire,Daire,Sıfır,50 m2,1 + 1,Ara Kat,True,1.0,Sıfır,Yerden Isıtma,Doğalgaz,12000
1101,İstanbul,Bakırköy,Şenlikköy,Daire,Daire,4,210 m2,4 + 1,1. Kat,False,2.0,,Kombi,Doğalgaz,115000
1102,Mersin(İçel),Mezitli,Atatürk,Daire,Daire,Sıfır,95 m2,2 + 1,3. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,14000
1103,Aydın,Kuşadası,Karaova,Yazlık,Yazlık,12,250 m2,3 + 1,Villa Katı,False,4.0,İkinci El,Klima,Elektrik,35000
1104,Ankara,Çankaya,Osman Temiz,Daire,Daire,Sıfır,100 m2,2 + 1,1. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,21000
1105,Muğla,Ortaca,Okçular,Villa,Villa,Sıfır,160 m2,3 + 1,,False,3.0,Sıfır,Klima,Elektrik,26500
1106,Ankara,Çankaya,Çukurambar,Daire,Daire,Sıfır,94 m2,2 + 1,6. Kat,True,1.0,,Yerden Isıtma,,57000
1107,Ankara,Çankaya,Osman Temiz,Daire,Daire,Sıfır,100 m2,2 + 1,1. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,21000
1108,İstanbul,Eyüpsultan,Mimar Sinan,Daire,Daire,Sıfır,124 m2,2 + 1,1. Kat,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,70000
1109,Balıkesir,Bandırma,İhsaniye,Daire,Daire,13,130 m2,3 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,19000
1110,Ankara,Çankaya,Harbiye,Daire,Daire,30,125 m2,3 + 1,6. Kat,False,1.0,,Kombi,Doğalgaz,22000
1111,Ankara,Keçiören,Şenlik,Daire,Daire,Sıfır,110 m2,3 + 1,Ara Kat,False,2.0,Sıfır,Kombi,Doğalgaz,33000
1112,İstanbul,Esenyurt,Sultaniye,Daire,Daire,1,170 m2,3 + 1,7. Kat,False,2.0,Sıfır,Merkezi,Doğalgaz,15500
1113,İstanbul,Kartal,Cumhuriyet,Daire,Daire,6,130 m2,3 + 1,3. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,23500
1114,Antalya,Aksu,Altıntaş,Daire,Daire,Sıfır,85 m2,2 + 1,9. Kat,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,19000
1115,Mersin(İçel),Erdemli,Arpaçbahşiş,Daire,Daire,18,165 m2,3 + 1,Ara Kat,False,1.0,İkinci El,Güneş Enerjisi,Elektrik,10000
1116,İstanbul,Maltepe,Çınar,Daire,Daire,Sıfır,180 m2,5 + 2,4. Kat,False,3.0,Sıfır,Kombi,Doğalgaz,55000
1117,Antalya,Konyaaltı,Altınkum,Daire,Daire,10,70 m2,1 + 1,Bahçe Katı,True,1.0,İkinci El,Klima,Elektrik,20000
1118,Zonguldak,Çaycuma,Filyos (Öteyüz),Daire,Daire,Sıfır,66 m2,1 + 1,5. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,10000
1119,Ankara,Çankaya,Aydınlar,Daire,Daire,30,120 m2,3 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,19000
1120,İstanbul,Şişli,Bozkurt,Daire,Daire,20,180 m2,3 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,40000
1121,Balıkesir,Gömeç,Yaya,Villa,Villa,2,285 m2,4 + 1,,False,2.0,İkinci El,Belirtilmemiş,Elektrik,25000
1122,İstanbul,Başakşehir,Bahçeşehir 1. Kısım,Daire,Daire,11,300 m2,6 + 1,Bahçe Katı,True,4.0,,Merkezi (Pay Ölçer),,8000000
1123,Muğla,Bodrum,Dirmil,Villa,Villa,10,250 m2,3 + 1,,True,3.0,İkinci El,Klima,Elektrik,150000
1124,Ankara,Yenimahalle,Demetgül,Daire,Daire,35,130 m2,3 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,21000
1125,Ankara,Çankaya,Yaşamkent,Daire,Daire,1,65 m2,1 + 1,Çatı Katı,,1.0,İkinci El,Merkezi,Doğalgaz,15000
1126,Antalya,Kumluca,Merkez,Daire,Daire,22,110 m2,2 + 1,6. Kat,False,1.0,İkinci El,Klima,,10000
1127,İstanbul,Beşiktaş,Cihannüma,Daire,Daire,26,75 m2,2 + 1,Bahçe Katı,False,1.0,,Merkezi,,16000
1128,Ankara,Mamak,Durali Alıç,Daire,Daire,12,115 m2,3 + 1,Kot 2,False,1.0,Sıfır,Merkezi,Doğalgaz,12000
1129,İstanbul,Bakırköy,Zuhuratbaba,Daire,Daire,Sıfır,65 m2,1 + 1,Giriş Katı,False,1.0,Sıfır,Kombi,Doğalgaz,22000
1130,Antalya,Manavgat,Side,Daire,Daire,5,90 m2,2 + 1,2. Kat,True,1.0,,Klima,,21500
1131,Ankara,Keçiören,Bağlarbaşı,Daire,Daire,15,260 m2,5 + 1,3. Kat,,2.0,,Kombi,,25000
1132,Ankara,Çankaya,Korkutreis,Daire,Daire,35,110 m2,2 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16000
1133,İstanbul,Şişli,Halide Edip Adıvar,Daire,Daire,16,100 m2,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,19000
1134,İstanbul,Beşiktaş,Gayrettepe,Daire,Daire,21,90 m2,2 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,40000
1135,İstanbul,Tuzla,Cami,Villa,Villa,21,300 m2,4 + 1,,False,3.0,İkinci El,Kombi,Doğalgaz,65000
1136,Aydın,Nazilli,İsabeyli,Villa,Villa,6,270 m2,5 + 2,,False,3.0,İkinci El,Kombi,Doğalgaz,48000
1137,İstanbul,Avcılar,Ambarlı,Daire,Daire,30,130 m2,3 + 1,Yüksek Giriş,False,2.0,İkinci El,Kombi,Doğalgaz,14000
1138,İstanbul,Bakırköy,Sakızağacı,Daire,Daire,35,120 m2,3 + 1,Ara Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,24000
1139,Ankara,Keçiören,Şenlik,Daire,Daire,30,115 m2,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
1140,Samsun,İlkadım,Baruthane,Daire,Daire,15,165 m2,3 + 1,6. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,16000
1141,İzmir,Çiğli,Balatçık,Daire,Daire,3,60 m2,1 + 1,1. Kat,True,1.0,Sıfır,Kombi,Doğalgaz,17000
1142,Bursa,Gemlik,Kumla,Daire,Daire,18,150 m2,3 + 1,4. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,40000
1143,Aydın,Efeler,Zeytinköy,Daire,Daire,5,120 m2,2 + 1,Bahçe Katı,True,1.0,İkinci El,Soba,Kömür-Odun,10000
1144,Ankara,Gölbaşı,İncek,Daire,Daire,10,160 m2,3 + 1,10. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,26000
1145,İstanbul,Beşiktaş,Dikilitaş,Daire,Daire,12,115 m2,2 + 1,6. Kat,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,52000
1146,Ankara,Altındağ,Aydınlıkevler,Daire,Daire,35,70 m2,1 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,11500
1147,Ankara,Gölbaşı,Taşpınar,Daire,Daire,1,90 m2,2 + 1,2. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,23500
1148,Samsun,Atakum,Yenimahalle,Daire,Daire,10,145 m2,3 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16000
1149,Edirne,Keşan,Yenimuhacir (Cumhuriyet),Daire,Daire,15,100 m2,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,7000
1150,Hatay,Antakya,Zülüflühan,Daire,Daire,5,50 m2,1 + 1,2. Kat,True,1.0,İkinci El,Merkezi,Kömür-Odun,8500
1151,İstanbul,Ataşehir,İnönü,Daire,Daire,15,110 m2,3 + 1,Yarı Bodrum,True,1.0,İkinci El,Kombi,Doğalgaz,15000
1152,Adana,Kozan,Çanaklı,Daire,Daire,Sıfır,120 m2,4 + 1,En Üst Kat,False,1.0,Sıfır,Kombi,Doğalgaz,7000
1153,Hatay,Arsuz,Nardüzü,Daire,Daire,Sıfır,100 m2,2 + 1,4. Kat,False,1.0,Sıfır,Klima,Elektrik,200000
1154,Hatay,İskenderun,Sakarya,Daire,Daire,15,170 m2,3 + 1,5. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,19000
1155,Samsun,Atakum,İncesu Yalı,Daire,Daire,4,55 m2,1 + 1,3. Kat,True,1.0,,Kombi,,10000
1156,Ankara,Sincan,Gazi Osmanpaşa,Daire,Daire,35,110 m2,3 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,11000
1157,Antalya,Konyaaltı,Kuşkavağı,Daire,Daire,15,120 m2,3 + 1,1. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,25000
1158,Ankara,Altındağ,Hacettepe,Daire,Daire,34,100 m2,3 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,10000
1159,Antalya,Muratpaşa,Çağlayan,Daire,Daire,14,350 m2,4 + 1,2. Kat,True,2.0,İkinci El,Klima,Elektrik,55000
1160,Ankara,Çankaya,Kazım Özalp,Daire,Daire,35,60 m2,1 + 1,2. Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,24750
1161,Bolu,Merkez,Beşkavaklar,Daire,Daire,10,170 m2,3 + 1,1. Kat,False,1.0,,Kombi,Doğalgaz,22000
1162,İstanbul,Sarıyer,Bahçeköy Yeni,Daire,Daire,16,400 m2,4 + 2,Bahçe Katı,False,5.0,,Yerden Isıtma,,120000
1163,İstanbul,Zeytinburnu,Sümer,Daire,Daire,30,130 m2,3 + 1,9. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,30000
1164,İstanbul,Esenyurt,Aşık Veysel,Daire,Daire,14,97 m2,1 + 1,4. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,12000
1165,Ankara,Çankaya,Büyükesat,Daire,Daire,18,95 m2,1 + 1,Yüksek Giriş,True,1.0,İkinci El,Merkezi,Doğalgaz,29500
1166,İstanbul,Beşiktaş,Cihannüma,Daire,Daire,38,80 m2,2 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,22000
1167,Muğla,Bodrum,Yeniköy,Villa,Villa,Sıfır,130 m2,3 + 1,1. Kat,False,2.0,Sıfır,Klima,,55000
1168,Giresun,Merkez,Hacımiktat,Daire,Daire,25,115 m2,3 + 1,4. Kat,False,1.0,İkinci El,Klima,Elektrik,10000
1169,İstanbul,Küçükçekmece,Atakent,Daire,Daire,23,58 m2,1 + 1,4. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,15000
1170,Çanakkale,Merkez,İsmetpaşa,Daire,Daire,Sıfır,130 m2,3 + 1,En Üst Kat,False,2.0,Sıfır,Yerden Isıtma,Doğalgaz,25000
1171,Ankara,Keçiören,Basınevleri,Daire,Daire,28,100 m2,2 + 1,Kot 1,False,1.0,İkinci El,Kombi,Doğalgaz,12500
1172,İstanbul,Avcılar,Mustafa Kemal Paşa,Daire,Daire,25,100 m2,2 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
1173,İzmir,Urla,Denizli,Villa,Villa,15,200 m2,3 + 1,,False,2.0,İkinci El,Isı Pompası,Elektrik,40000
1174,Antalya,Alanya,Mahmutlar,Daire,Daire,1,125 m2,2 + 1,Ara Kat,False,1.0,İkinci El,Klima,Elektrik,15000
1175,İstanbul,Kağıthane,Telsizler,Daire,Daire,5,100 m2,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,21000
1176,Aydın,Efeler,Orta,Daire,Daire,8,90 m2,2 + 1,1. Kat,True,1.0,İkinci El,Klima,,20000
1177,Zonguldak,Merkez,Bahçelievler,Daire,Daire,30,90 m2,2 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,4500
1178,İstanbul,Başakşehir,Bahçeşehir 2. Kısım,Daire,Daire,21,151 m2,2 + 1,6. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,25000
1179,İstanbul,Beyoğlu,Pürtelaş Hasan Efendi,Daire,Daire,30,130 m2,3 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,75000
1180,Manisa,Saruhanlı,Kurtuluş,Daire,Daire,4,135 m2,3 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,10000
1181,İstanbul,Kartal,Petroliş,Daire,Daire,26,120 m2,3 + 1,6. Kat,False,1.0,,Kombi,,25000
1182,Balıkesir,Gömeç,Mithatpaşa,Daire,Daire,2,100 m2,2 + 1,2. Kat,False,2.0,İkinci El,Kombi,,14500
1183,Ankara,Çankaya,Çukurambar,Residence,Residence,Sıfır,180 m2,2 + 1,12. Kat,True,2.0,,Merkezi,,62500
1184,Kahramanmaraş,Onikişubat,Gedemen,Daire,Daire,7,200 m2,4 + 1,6. Kat,False,2.0,İkinci El,Merkezi,Doğalgaz,20000
1185,İstanbul,Esenyurt,Mehterçeşme,Daire,Daire,10,90 m2,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
1186,Erzincan,Merkez,Başbağlar,Daire,Daire,Sıfır,55 m2,1 + 1,2. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,9500
1187,Balıkesir,Bandırma,Sunullah,Daire,Daire,25,110 m2,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
1188,İstanbul,Kağıthane,Yahya Kemal,Daire,Daire,8,80 m2,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15500
1189,Ankara,Çankaya,Yaşamkent,Daire,Daire,Sıfır,60 m2,1 + 1,1. Kat,True,1.0,,Kombi,Doğalgaz,20000
