,City,Town,Neighborhood,Apartment Type,House Type,House Age,House Size,Room Count,Floor,Furniture,Bathroom Count,Hand,Heater Type,Heater Fuel,Price
2406,Kocaeli,Kartepe,Uzunçiftlik,Daire,Daire,7,65 m2,1 + 1,2. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,12000
2407,Ankara,Çankaya,Harbiye,Daire,Daire,28,110 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14500
2408,Antalya,Konyaaltı,Kuşkavağı,Daire,Daire,4,50 m2,1 + 1,2. Kat,True,1.0,İkinci El,Klima,Elektrik,30000
2409,İstanbul,Kartal,Uğur Mumcu,Daire,Daire,33,90 m2,2 + 1,1. Kat,False,1.0,,Merkezi (Pay Ölçer),Doğalgaz,18500
2410,Antalya,Konyaaltı,Hurma,Daire,Daire,10,60 m2,1 + 1,1. Kat,True,1.0,İkinci El,Klima,Elektrik,17000
2411,İstanbul,Kartal,Karlıktepe,Daire,Daire,4,180 m2,3 + 1,21 ve üzeri,True,2.0,,Yerden Isıtma,,60000
2412,Samsun,Atakum,Mevlana,Daire,Daire,12,145 m2,3 + 1,4. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,17500
2413,Kayseri,Kocasinan,Yıldızevler,Daire,Daire,5,330 m2,5 + 1,8. Kat,False,3.0,,Merkezi (Pay Ölçer),,25000
2414,İzmir,Buca,Hürriyet,Daire,Daire,5,65 m2,1 + 1,2. Kat,,1.0,İkinci El,Kombi,Doğalgaz,14000
2415,İstanbul,Ümraniye,Çakmak,Daire,Daire,24,270 m2,4 + 1,Giriş Katı,False,2.0,İkinci El,Kombi,Doğalgaz,50000
2416,İstanbul,Kağıthane,Hamidiye,Daire,Daire,20,125 m2,3 + 1,4. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,28000
2417,İstanbul,Eyüpsultan,Merkez,Daire,Daire,16,110 m2,3 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
2418,İzmir,Çeşme,Şifne,Villa,Villa,Sıfır,270 m2,4 + 1,,True,3.0,Sıfır,Klima,Elektrik,465000
2419,Ankara,Çankaya,Aziziye,Daire,Daire,15,65 m2,1 + 1,3. Kat,True,1.0,,Merkezi (Pay Ölçer),Doğalgaz,30000
2420,Ankara,Gölbaşı,Bahçelievler,Daire,Daire,4,75 m2,1 + 1,Giriş Katı,False,1.0,İkinci El,Kombi,Doğalgaz,15000
2421,Samsun,Atakum,Körfez,Villa,Villa,Sıfır,360 m2,5 + 1,Bahçe Katı,False,5.0,,Yerden Isıtma,,70000
2422,Samsun,Atakum,Büyükoyumca,Daire,Daire,11,155 m2,3 + 1,4. Kat,False,1.0,,Merkezi,,14000
2423,Yalova,Çiftlikköy,Mehmet Akif Ersoy,Daire,Daire,4,240 m2,5 + 1,En Üst Kat,True,3.0,Sıfır,Kombi,Doğalgaz,40000
2424,İstanbul,Avcılar,Cihangir,Daire,Daire,30,115 m2,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
2425,İstanbul,Sarıyer,Ayazağa,Daire,Daire,Sıfır,200 m2,3 + 1,15. Kat,False,2.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,120000
2426,İstanbul,Şişli,Merkez,Residence,Residence,2,180 m2,2 + 1,19. Kat,False,2.0,,Merkezi (Pay Ölçer),,65000
2427,İzmir,Çeşme,Cumhuriyet,Residence,Residence,2,169 m2,1 + 1,Bahçe Katı,True,1.0,Sıfır,VRV,Elektrik,350000
2428,Samsun,Atakum,İncesu Yalı,Daire,Daire,Sıfır,70 m2,2 + 1,Giriş Katı,False,1.0,Sıfır,Kombi,Doğalgaz,10000
2429,Muğla,Milas,Boğaziçi,Müstakil Ev,Müstakil Ev,3,175 m2,5 + 1,,True,3.0,,Klima,,50000
2430,Ankara,Çankaya,Birlik,Daire,Daire,25,250 m2,6 + 1,En Üst Kat,False,4.0,İkinci El,Kombi,Doğalgaz,35000
2431,Eskişehir,Tepebaşı,Çamlıca,Daire,Daire,22,120 m2,3 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15500
2432,Ankara,Yenimahalle,Yuvaköy,Daire,Daire,Sıfır,190 m2,4 + 1,13. Kat,False,2.0,Sıfır,Yerden Isıtma,Doğalgaz,30000
2433,Ankara,Keçiören,Şehit Kubilay,Daire,Daire,4,85 m2,2 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,20000
2434,İstanbul,Tuzla,Orta,Daire,Daire,15,100 m2,2 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16000
2435,Muğla,Köyceğiz,Yeni,Villa,Villa,Sıfır,75 m2,2 + 1,Bahçe Katı,True,2.0,,Klima,,50000
2436,İstanbul,Maltepe,Çınar,Daire,Daire,2,124 m2,2 + 1,13. Kat,,2.0,İkinci El,Yerden Isıtma,Doğalgaz,55000
2437,İstanbul,Güngören,Tozkoparan,Daire,Daire,15,90 m2,2 + 1,5. Kat,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,35000
2438,Eskişehir,Tepebaşı,Ömerağa,Daire,Daire,16,125 m2,3 + 1,7. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
2439,İstanbul,Esenyurt,Piri Reis,Daire,Daire,5,110 m2,2 + 1,2. Kat,True,1.0,,Kombi,,13300
2440,İzmir,Gaziemir,Yeşil,Daire,Daire,15,145 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,,20000
2441,Ankara,Sincan,Andiçen,Daire,Daire,20,125 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12500
2442,Mersin(İçel),Yenişehir,Güvenevler,Daire,Daire,5,220 m2,3 + 1,3. Kat,False,2.0,,Kombi,,280000
2443,Muğla,Fethiye,Patlangıç,Daire,Daire,5,80 m2,1 + 1,Bahçe Katı,True,1.0,,Klima,Elektrik,22000
2444,Ankara,Çankaya,Mürsel Uluç,Daire,Daire,27,120 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,22000
2445,Ankara,Sincan,Menderes,Daire,Daire,7,125 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16500
2446,Muğla,Fethiye,Patlangıç,Daire,Daire,5,80 m2,1 + 1,Bahçe Katı,True,1.0,,Klima,Elektrik,22000
2447,Ankara,Çankaya,Aziziye,Daire,Daire,30,112 m2,2 + 1,Giriş Katı,False,1.0,İkinci El,Merkezi,Doğalgaz,23000
2448,Sakarya,Karasu,Yalı,Daire,Daire,2,75 m2,1 + 1,2. Kat,True,1.0,,Kombi,,12500
2449,Kastamonu,Merkez,Kuzeykent,Daire,Daire,5,160 m2,3 + 1,2. Kat,False,2.0,,Kombi,,12250
2450,İzmir,Konak,Halkapınar,Daire,Daire,Sıfır,54 m2,1 + 1,19. Kat,True,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,27000
2451,Mersin(İçel),Tarsus,Şehitmustafa,Daire,Daire,18,160 m2,3 + 1,6. Kat,True,2.0,İkinci El,Kombi,Doğalgaz,25000
2452,Ankara,Çankaya,Çukurambar,Daire,Daire,15,200 m2,3 + 1,Ara Kat,True,2.0,İkinci El,Merkezi,Doğalgaz,50000
2453,Yalova,Çınarcık,Koru (Cumhuriyet),Villa,Villa,17,275 m2,4 + 1,,False,2.0,İkinci El,Kombi,Doğalgaz,22000
2454,Balıkesir,Ayvalık,Küçükköy,Daire,Daire,11,100 m2,2 + 1,Zemin,False,1.0,,Klima,,45000
2455,İstanbul,Bakırköy,Osmaniye,Daire,Daire,40,190 m2,4 + 1,1. Kat,False,2.0,İkinci El,Merkezi,Doğalgaz,35000
2456,Tekirdağ,Çorlu,Önerler,Daire,Daire,Sıfır,180 m2,4 + 1,4. Kat,False,2.0,,Merkezi (Pay Ölçer),,40000
2457,Aydın,Efeler,Meşrutiyet,Daire,Daire,25,140 m2,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15750
2458,Ankara,Çankaya,Oran,Daire,Daire,26,220 m2,4 + 1,En Üst Kat,False,2.0,İkinci El,Kombi,Doğalgaz,32000
2459,İstanbul,Beykoz,Göztepe,Daire,Daire,30,110 m2,2 + 1,Bahçe Katı,False,2.0,İkinci El,Kombi,Doğalgaz,22000
2460,Balıkesir,Burhaniye,Pelitköy,Villa,Villa,5,400 m2,3 + 1,,True,2.0,İkinci El,Klima,Elektrik,46750
2461,Balıkesir,Edremit,Çamlıbel,Daire,Daire,30,90 m2,3 + 1,Kot 2,True,1.0,,Klima,Elektrik,40000
2462,Ankara,Mamak,Peyami Safa,Daire,Daire,20,105 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
2463,Ankara,Sincan,Fevzi Çakmak,Daire,Daire,4,115 m2,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12750
2464,Ankara,Mamak,Peyami Safa,Daire,Daire,20,105 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
2465,İstanbul,Sancaktepe,Emek,Daire,Daire,4,90 m2,2 + 1,4. Kat,False,1.0,,Kombi,,11000
2466,Mersin(İçel),Silifke,Taşucu,Villa,Villa,Sıfır,250 m2,3 + 1,,True,2.0,Sıfır,Klima,Elektrik,10000
2467,Balıkesir,Edremit,Altınoluk,Villa,Villa,4,250 m2,4 + 1,,False,3.0,İkinci El,Kat Kaloriferi,Elektrik,45000
2468,Bolu,Merkez,Alpağut,Daire,Daire,5,145 m2,3 + 1,En Üst Kat,False,2.0,Sıfır,Kombi,Doğalgaz,22000
2469,Ankara,Mamak,Diriliş,Bina,Bina,5,85 m2,2 + 1,,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,18000
2470,Bursa,Nilüfer,Görükle,Daire,Daire,5,60 m2,1 + 1,2. Kat,True,1.0,,Kombi,,9500
2471,Isparta,Merkez,Davraz,Daire,Daire,18,120 m2,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13000
2472,İstanbul,Kadıköy,Dumlupınar,Residence,Residence,2,140 m2,3 + 1,4. Kat,False,2.0,,Merkezi (Pay Ölçer),,55000
2473,Aydın,Nazilli,İstiklal,Daire,Daire,25,135 m2,3 + 1,4. Kat,False,1.0,İkinci El,Klima,Elektrik,7000
2474,İzmir,Buca,Buca Koop.,Daire,Daire,21,125 m2,3 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,21000
2475,Aydın,Kuşadası,Davutlar,Daire,Daire,Sıfır,90 m2,2 + 1,2. Kat,False,2.0,Sıfır,Klima,Doğalgaz,24000
2476,İstanbul,Sarıyer,Zekeriyaköy,Villa,Villa,Sıfır,240 m2,4 + 1,Bahçe Katı,False,4.0,,Yerden Isıtma,,100000
2477,Kayseri,Kocasinan,Fevzi Çakmak,Daire,Daire,30,125 m2,2 + 1,Bodrum,False,1.0,İkinci El,Merkezi,Doğalgaz,5000
2478,Antalya,Kepez,Çankaya,Daire,Daire,26,150 m2,2 + 1,6. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,20000
2479,Eskişehir,Odunpazarı,Emek,Daire,Daire,7,130 m2,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
2480,İstanbul,Kağıthane,Hürriyet,Daire,Daire,5,85 m2,2 + 1,9. Kat,True,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,25000
2481,Ankara,Polatlı,Şehitlik,Daire,Daire,25,145 m2,3 + 1,6. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
2482,Ankara,Keçiören,Ayvalı,Daire,Daire,20,250 m2,5 + 1,3. Kat,False,2.0,İkinci El,Kat Kaloriferi,Doğalgaz,27000
2483,Ankara,Gölbaşı,Tulumtaş,Daire,Daire,11,110 m2,3 + 1,5. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,14000
2484,Tokat,Merkez,Yarahmet,Daire,Daire,7,80 m2,2 + 1,5. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,26000
2485,İstanbul,Şile,Ahmetli,Villa,Villa,16,260 m2,6 + 1,Bahçe Katı,True,2.0,,Kombi,,47000
2486,Tokat,Merkez,Yarahmet,Daire,Daire,7,80 m2,2 + 1,5. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,26000
2487,Balıkesir,Ayvalık,Ali Çetinkaya,Villa,Villa,15,220 m2,3 + 1,,True,2.0,İkinci El,Klima,Elektrik,32500
2488,İzmir,Karabağlar,Yaşar Kemal,Daire,Daire,15,90 m2,2 + 1,9. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
2489,İzmir,Güzelbahçe,Yelki,Müstakil Ev,Müstakil Ev,13,200 m2,3 + 1,,False,1.0,İkinci El,Kombi,Doğalgaz,60000
2490,İstanbul,Zeytinburnu,Maltepe,Daire,Daire,3,75 m2,2 + 1,11. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,30000
2491,Sakarya,Sapanca,Şükriye,Bungalov,Bungalov,5,30 m2,2 + 1,Giriş Katı,True,1.0,İkinci El,Merkezi,Doğalgaz,6000
2492,Antalya,Konyaaltı,Pınarbaşı,Daire,Daire,5,95 m2,2 + 1,6. Kat,True,1.0,,Kombi,,25000
2493,İstanbul,Beykoz,Çengeldere,Villa,Villa,23,200 m2,3 + 1,,False,1.0,İkinci El,Kombi,Doğalgaz,75000
2494,Hatay,İskenderun,Büyükdere,Villa,Villa,35,600 m2,3 + 1,,True,2.0,İkinci El,Belirtilmemiş,Elektrik,30000
2495,Ankara,Yenimahalle,İnönü,Daire,Daire,Sıfır,60 m2,1 + 1,7. Kat,False,1.0,Sıfır,Yerden Isıtma,,22000
2496,İstanbul,Kadıköy,Caferağa,Daire,Daire,31,Kat Karşılığı :,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,37000
2497,Amasya,Merzifon,Harmanlar,Daire,Daire,4,155 m2,3 + 1,2. Kat,,1.0,İkinci El,Kombi,Doğalgaz,13750
2498,Ankara,Çankaya,Öveçler,Daire,Daire,20,230 m2,5 + 1,3. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,27000
2499,Ankara,Etimesgut,Bağlıca,Villa,Villa,Sıfır,360 m2,5 + 1,,False,4.0,İkinci El,Kombi,Doğalgaz,47500
2500,İzmir,Gaziemir,Emrez,Daire,Daire,5,95 m2,2 + 1,Çatı Katı,True,1.0,İkinci El,Klima,Elektrik,3800
2501,İzmir,Gaziemir,Emrez,Daire,Daire,5,95 m2,2 + 1,Kot 2,True,2.0,İkinci El,Klima,Elektrik,4800
2502,İstanbul,Esenyurt,Sultaniye,Daire,Daire,4,100 m2,2 + 1,4. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,15000
2503,Kocaeli,Gölcük,Şehitler,Daire,Daire,2,150 m2,3 + 1,3. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,17000
2504,Antalya,Alanya,Oba,Daire,Daire,17,140 m2,3 + 1,1. Kat,False,1.0,İkinci El,Güneş Enerjisi,Elektrik,12500
2505,Ankara,Yenimahalle,Susuz,Daire,Daire,6,198 m2,4 + 1,5. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,30500
2506,İstanbul,Güngören,Mehmet Nesih Özmen,Daire,Daire,31,96 m2,2 + 1,4. Kat,False,1.0,,Kombi,,19500
2507,Antalya,Alanya,Oba,Daire,Daire,17,140 m2,3 + 1,1. Kat,False,1.0,İkinci El,Güneş Enerjisi,Elektrik,12500
2508,İstanbul,Güngören,Mehmet Nesih Özmen,Daire,Daire,31,96 m2,2 + 1,4. Kat,False,1.0,,Kombi,,19500
2509,Kocaeli,Gölcük,Şehitler,Daire,Daire,2,150 m2,3 + 1,3. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,17000
2510,İstanbul,Kartal,Orhantepe,Daire,Daire,7,85 m2,2 + 1,2. Kat,False,1.0,,Kombi,Doğalgaz,27500
2511,Kastamonu,Merkez,Mehmet Akif Ersoy,Daire,Daire,4,105 m2,2 + 1,12. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,9000
2512,Adana,Sarıçam,Mehmet Akif Ersoy,Daire,Daire,Sıfır,165 m2,3 + 1,1. Kat,False,2.0,Sıfır,Klima,Elektrik,118000
2513,Antalya,Muratpaşa,Yıldız,Daire,Daire,20,165 m2,3 + 1,3. Kat,,1.0,İkinci El,Klima,Elektrik,14000
2514,Sakarya,Adapazarı,Tekeler,Daire,Daire,30,110 m2,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,9000
2515,Samsun,Atakum,Körfez,Daire,Daire,4,65 m2,1 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,10250
2516,Bursa,Osmangazi,Ahmetpaşa,Daire,Daire,15,120 m2,3 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18500
2517,İstanbul,Kadıköy,Caddebostan,Daire,Daire,Sıfır,125 m2,3 + 1,4. Kat,False,2.0,,Kombi,Doğalgaz,80000
2518,Osmaniye,Merkez,Fakıuşağı,Daire,Daire,7,165 m2,3 + 1,2. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,13800
2519,Antalya,Gazipaşa,Pazarcı,Daire,Daire,Sıfır,110 m2,2 + 1,5. Kat,False,3.0,,Klima,,18000
2520,Ankara,Çankaya,İlkbahar,Daire,Daire,6,180 m2,4 + 1,2. Kat,True,2.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,48000
2521,Aydın,Kuşadası,Karaova,Villa,Villa,Sıfır,240 m2,4 + 1,,False,3.0,Sıfır,Yerden Isıtma,Doğalgaz,55000
2522,Denizli,Merkezefendi,Merkez Efendi,Daire,Daire,Sıfır,70 m2,2 + 1,Ara Kat,True,1.0,Sıfır,Yerden Isıtma,Doğalgaz,11999
2523,İzmir,Bayraklı,75. Yıl,Daire,Daire,10,160 m2,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,22000
2524,Ankara,Etimesgut,Süvari,Daire,Daire,15,110 m2,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,12500
2525,Aydın,Kuşadası,Türkmen,Daire,Daire,20,135 m2,3 + 1,1. Kat,True,2.0,,Klima,Elektrik,50000
2526,Kırıkkale,Merkez,Bahçelievler,Daire,Daire,6,135 m2,3 + 1,3. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,13500
2527,Kocaeli,İzmit,Malta,Daire,Daire,25,95 m2,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,15000
2528,Kocaeli,İzmit,Malta,Daire,Daire,25,95 m2,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,15000
2529,İstanbul,Ümraniye,İnkılap,Daire,Daire,14,75 m2,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,22000
2530,Ankara,Keçiören,Ayvalı,Daire,Daire,22,250 m2,5 + 1,Kot 3,False,2.0,İkinci El,Kombi,Doğalgaz,27000
2531,Ankara,Çankaya,Ata,Daire,Daire,22,160 m2,4 + 1,1. Kat,False,2.0,,Kombi,Doğalgaz,28000
2532,Ankara,Keçiören,Etlik,Daire,Daire,15,165 m2,4 + 1,3. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,28000
2533,Muğla,Milas,Ören,Daire,Daire,Sıfır,60 m2,2 + 1,1. Kat,True,1.0,Sıfır,Klima,,20000
2534,Ankara,Çankaya,Metin Oktay,Daire,Daire,25,250 m2,5 + 1,3. Kat,False,2.0,İkinci El,Kombi,,19500
2535,İstanbul,Kadıköy,Erenköy,Daire,Daire,24,210 m2,4 + 1,8. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,65000
2536,Gaziantep,Şehitkamil,İbrahimli,Daire,Daire,Sıfır,300 m2,4 + 1,3. Kat,False,3.0,Sıfır,Yerden Isıtma,Doğalgaz,40000
2537,İzmir,Bayraklı,Mansuroğlu,Daire,Daire,31,120 m2,2 + 1,7. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
2538,İzmir,Seferihisar,Tepecik,Villa,Villa,Sıfır,150 m2,3 + 1,Bahçe Katı,False,2.0,,Kombi,,21500
2539,Ankara,Mamak,Şafaktepe,Daire,Daire,17,155 m2,3 + 1,En Üst Kat,True,1.0,İkinci El,Kombi,Doğalgaz,19000
2540,Gaziantep,Şahinbey,Bahçelievler,Daire,Daire,20,270 m2,4 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,30000
2541,Ankara,Mamak,Aşık Veysel,Daire,Daire,22,95 m2,2 + 1,Kot 1,True,1.0,İkinci El,Kombi,Doğalgaz,16000
2542,Muğla,Bodrum,Gündoğan,Villa,Villa,18,350 m2,4 + 1,,True,4.0,İkinci El,Kombi,Doğalgaz,975000
2543,İstanbul,Eyüpsultan,Alibeyköy,Daire,Daire,Sıfır,90 m2,2 + 1,9. Kat,False,1.0,Sıfır,Merkezi,Doğalgaz,25250
2544,İstanbul,Bahçelievler,Siyavuşpaşa,Daire,Daire,32,130 m2,3 + 1,4. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,21000
2545,Ankara,Mamak,Fahri Korutürk,Daire,Daire,16,115 m2,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,12000
2546,Muğla,Ula,Akyaka,Daire,Daire,8,130 m2,3 + 1,Giriş Katı,True,2.0,İkinci El,Klima,,45000
2547,Hatay,Antakya,Güzelburç,Daire,Daire,17,45 m2,2 + 1,Ara Kat,True,1.0,İkinci El,Klima,Elektrik,7000
2548,İstanbul,Kadıköy,Bostancı,Daire,Daire,24,160 m2,3 + 1,7. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,48000
2549,Antalya,Konyaaltı,Sarısu,Daire,Daire,16,65 m2,1 + 1,5. Kat,True,1.0,İkinci El,Klima,Elektrik,15000
2550,Adana,Çukurova,Yüzüncüyıl,Daire,Daire,4,180 m2,3 + 1,11. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,18000
2551,Kayseri,Kocasinan,Yavuzlar,Daire,Daire,3,185 m2,3 + 1,12. Kat,False,2.0,,Merkezi (Pay Ölçer),,15000
2552,Aydın,Söke,Yenikent,Daire,Daire,7,145 m2,3 + 1,Giriş Katı,False,1.0,İkinci El,Kombi,Doğalgaz,23000
2553,Ankara,Etimesgut,Alsancak,Daire,Daire,14,115 m2,2 + 1,Bahçe Katı,True,1.0,İkinci El,Kombi,Doğalgaz,15500
2554,Antalya,Gazipaşa,Koru,Villa,Villa,15,190 m2,3 + 1,,True,2.0,İkinci El,Klima,Elektrik,22000
2555,İzmir,Gaziemir,Gazikent,Daire,Daire,25,130 m2,3 + 1,Bahçe Katı,False,1.0,İkinci El,Kombi,Doğalgaz,23000
2556,İzmir,Bornova,Erzene,Daire,Daire,25,110 m2,2 + 1,Bahçe Katı,True,1.0,İkinci El,Kombi,Doğalgaz,26000
2557,Ankara,Çankaya,İlkbahar,Daire,Daire,2,170 m2,3 + 1,6. Kat,True,2.0,,Merkezi (Pay Ölçer),,45000
2558,Mersin(İçel),Yenişehir,Çiftlikköy,Daire,Daire,10,58 m2,1 + 1,7. Kat,True,1.0,İkinci El,Klima,Elektrik,13000
2559,İstanbul,Kağıthane,Sultan Selim,Daire,Daire,15,135 m2,4 + 1,3. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,25000
2560,Antalya,Alanya,Kızlar Pınarı,Daire,Daire,7,130 m2,2 + 1,En Üst Kat,True,2.0,İkinci El,Klima,Elektrik,31500
2561,Sakarya,Serdivan,Yazlık,Daire,Daire,7,100 m2,2 + 1,Giriş Katı,True,1.0,İkinci El,Kombi,Doğalgaz,22000
2562,Samsun,Bafra,Fatih,Daire,Daire,Sıfır,135 m2,3 + 1,En Üst Kat,False,2.0,Sıfır,Kombi,Doğalgaz,13000
2563,İzmir,Çeşme,Alaçatı,Villa,Villa,10,170 m2,4 + 1,,True,3.0,İkinci El,Klima,Elektrik,150000
2564,İstanbul,Ümraniye,Esenşehir,Daire,Daire,13,167 m2,3 + 1,10. Kat,False,2.0,,Kombi,Doğalgaz,45000
2565,Tekirdağ,Süleymanpaşa,Ertuğrul,Daire,Daire,30,90 m2,2 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
2566,Ankara,Keçiören,Aşağı Eğlence,Daire,Daire,17,140 m2,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,26000
2567,İstanbul,Sarıyer,Uskumruköy,Villa,Villa,12,400 m2,6 + 2,,False,5.0,İkinci El,Kombi,Doğalgaz,110000
2568,İstanbul,Fatih,İskenderpaşa,Daire,Daire,35,55 m2,1 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
2569,İzmir,Çeşme,Dalyan,Daire,Daire,5,90 m2,1 + 1,Giriş Katı,True,1.0,İkinci El,Klima,Elektrik,60000
2570,İstanbul,Beyoğlu,Kılıçali Paşa,Daire,Daire,45,110 m2,2 + 1,Giriş Katı,False,2.0,İkinci El,Kombi,Doğalgaz,33000
2571,İstanbul,Bahçelievler,Zafer,Daire,Daire,15,90 m2,2 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
2572,Ankara,Etimesgut,Alsancak,Daire,Daire,16,120 m2,3 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,16500
2573,İzmir,Menderes,Gümüldür İnönü,Daire,Daire,10,110 m2,2 + 1,2. Kat,True,1.0,,Klima,,100000
2574,Denizli,Merkezefendi,Gümüşçay,Daire,Daire,Sıfır,230 m2,5 + 2,En Üst Kat,False,3.0,Sıfır,Yerden Isıtma,Doğalgaz,30000
2575,Osmaniye,Merkez,Raufbey,Daire,Daire,10,180 m2,4 + 1,Yüksek Giriş,False,1.0,İkinci El,Güneş Enerjisi,Doğalgaz,14000
2576,Muğla,Bodrum,Bahçelievler,Daire,Daire,Sıfır,85 m2,2 + 1,Bahçe Katı,True,2.0,Sıfır,Klima,Elektrik,45000
2577,İzmir,Buca,Güven,Daire,Daire,4,150 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,23000
2578,İstanbul,Sarıyer,Bahçeköy Merkez,Daire,Daire,16,250 m2,5 + 1,Çatı Katı,False,3.0,İkinci El,Kombi,Doğalgaz,75000
2579,İzmir,Çeşme,Cumhuriyet,Villa,Villa,4,195 m2,3 + 1,Bahçe Katı,True,4.0,,Klima,,1100000
2580,Bursa,Nilüfer,Dumlupınar,Daire,Daire,12,80 m2,2 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,10500
2581,İstanbul,Beylikdüzü,Büyükşehir,Daire,Daire,30,135 m2,3 + 1,9. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,20000
2582,Tekirdağ,Süleymanpaşa,Hürriyet,Daire,Daire,26,140 m2,3 + 1,2. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,21000
2583,Muğla,Bodrum,Akçaalan,Villa,Villa,15,500 m2,6 + 3,,True,6.0,İkinci El,Klima,Elektrik,200000
2584,Ankara,Etimesgut,Göksu,Daire,Daire,3,120 m2,3 + 1,1. Kat,False,2.0,,Merkezi (Pay Ölçer),,31500
2585,Balıkesir,Burhaniye,Öğretmenler,Daire,Daire,8,135 m2,2 + 1,Yüksek Giriş,True,3.0,İkinci El,Kombi,Doğalgaz,3500
2586,Ankara,Çankaya,Sokullu Mehmet Paşa,Daire,Daire,30,90 m2,2 + 1,Bahçe Katı,False,1.0,İkinci El,Kombi,Doğalgaz,15000
