,House Type,House Age,Furniture,Bathroom Count,Hand,Heater Type,Heater Fuel,Price,Rooms,Living Rooms,House Size m2,Floor Level,Neighborhood Grouped,Town Grouped,City Grouped
4802,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,20000,2,1,75.0,-2.0,Other,İstanbul - Şişli,İstanbul
4803,Daire,15,True,1.0,İkinci El,Kombi,Doğalgaz,20000,3,1,190.0,2.5,Other,Other,Gaziantep
4804,Daire,4,False,2.0,Sıfır,Kombi,Doğalgaz,21000,3,1,150.0,2.5,Other,Tekirdağ - Süleymanpaşa,Tekirdağ
4805,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,13000,2,1,110.0,5.0,Other,Other,İstanbul
4806,Daire,27,False,2.0,İkinci El,Merkezi,Bilinmiyor,85000,3,1,170.0,3.0,Other,İstanbul - Beşiktaş,İstanbul
4807,Daire,16,False,1.0,İkinci El,Kombi,Doğalgaz,16000,3,1,125.0,-1.0,Other,Ankara - Çankaya,Ankara
4808,Daire,5,False,2.0,İkinci El,Kombi,Doğalgaz,300000,3,1,150.0,4.0,Other,Adana - Seyhan,Adana
4809,Daire,5,False,1.0,İkinci El,Kombi,Doğalgaz,10000,2,1,80.0,2.5,Other,Other,Tekirdağ
4810,Daire,34,False,1.0,İkinci El,Kombi,Doğalgaz,20000,2,1,100.0,3.0,Other,İstanbul - Üsküdar,İstanbul
4811,Daire,13,False,1.0,İkinci El,Kombi,Doğalgaz,13000,1,1,60.0,0.5,Other,İstanbul - Bahçelievler,İstanbul
4812,Daire,15,False,1.0,İkinci El,Merkezi,Bilinmiyor,11500,2,1,1000.0,3.0,Other,Ankara - Etimesgut,Ankara
4813,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,12000,1,1,50.0,1.0,İstanbul - Kağıthane - Sultan Selim,İstanbul - Kağıthane,İstanbul
4814,Daire,10,True,1.0,İkinci El,Klima,Elektrik,15000,1,1,60.0,3.0,Antalya - Alanya - Mahmutlar,Antalya - Alanya,Antalya
4815,Daire,18,True,1.0,İkinci El,Kombi,Doğalgaz,25000,3,1,150.0,4.0,Other,Other,Konya
4816,Daire,5,False,1.0,İkinci El,Kombi,Doğalgaz,10000,1,1,60.0,20.0,Other,Edirne - Merkez,Edirne
4817,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,13500,3,1,110.0,3.0,Other,Ankara - Sincan,Ankara
4818,Daire,3,False,1.0,Sıfır,Klima,Elektrik,17000,2,1,35.0,2.0,Other,Antalya - Kepez,Antalya
4820,Daire,28,False,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,85.0,4.0,Other,İstanbul - Kağıthane,İstanbul
4821,Müstakil Ev,30,False,3.0,İkinci El,Isıtma Yok,Bilinmiyor,125000,5,2,350.0,2.5,Other,Other,İzmir
4822,Daire,15,False,1.0,İkinci El,Klima,Elektrik,7000,2,1,85.0,0.5,Adana - Çukurova - Yurt,Adana - Çukurova,Adana
4823,Daire,3,True,1.0,Sıfır,Kombi,Doğalgaz,18000,2,1,125.0,20.0,Other,Other,Yalova
4824,Daire,19,False,1.0,İkinci El,Kombi,Doğalgaz,13000,2,1,115.0,1.0,Other,Ankara - Mamak,Ankara
4825,Daire,5,False,1.0,Sıfır,Kombi,Doğalgaz,18000,3,1,180.0,10.0,Other,Other,Mersin(İçel)
4826,Daire,5,False,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,20000,1,1,50.0,2.0,Other,İstanbul - Küçükçekmece,İstanbul
4827,Daire,22,True,1.0,Sıfır,Merkezi,Doğalgaz,33500,2,1,75.0,0.5,Other,İstanbul - Beşiktaş,İstanbul
4828,Daire,25,False,1.0,İkinci El,Klima,Elektrik,24000,3,1,125.0,5.0,Other,Antalya - Muratpaşa,Antalya
4829,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,15000,3,1,130.0,2.0,Other,Other,Konya
4830,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,25000,2,1,100.0,4.0,İstanbul - Şişli - Esentepe,İstanbul - Şişli,İstanbul
4831,Daire,30,False,1.0,Sıfır,Kombi,Doğalgaz,25000,3,1,125.0,5.0,Other,Ankara - Keçiören,Ankara
4832,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,20000,3,1,115.0,2.0,Other,İzmir - Konak,İzmir
4833,Daire,0,False,2.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,47000,2,1,137.0,8.0,Other,İstanbul - Çekmeköy,İstanbul
4834,Residence,12,False,1.0,İkinci El,Merkezi,Doğalgaz,100000,1,1,88.0,4.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
4835,Daire,10,False,1.0,İkinci El,Kombi,Doğalgaz,11500,1,1,75.0,0.5,Other,İstanbul - Büyükçekmece,İstanbul
4836,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,12000,2,1,110.0,0.0,Other,Other,Bursa
4837,Daire,28,False,1.0,İkinci El,Kombi,Doğalgaz,22500,3,1,130.0,1.0,Other,İzmir - Bornova,İzmir
4838,Daire,3,False,2.0,İkinci El,Kombi,Bilinmiyor,160000,3,1,165.0,4.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
4839,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,14500,3,1,130.0,1.0,Ankara - Keçiören - Etlik,Ankara - Keçiören,Ankara
4840,Daire,1,False,2.0,İkinci El,Isıtma Yok,Bilinmiyor,18500,2,1,90.0,2.0,Other,Antalya - Alanya,Antalya
4841,Daire,35,True,1.0,İkinci El,Kombi,Doğalgaz,16000,3,1,115.0,0.5,Other,Ankara - Mamak,Ankara
4842,Daire,28,False,3.0,İkinci El,Kombi,Doğalgaz,65000,4,1,260.0,2.0,Other,İstanbul - Bakırköy,İstanbul
4843,Daire,20,True,1.0,İkinci El,Kombi,Doğalgaz,25000,3,1,145.0,2.0,Other,Denizli - Pamukkale,Denizli
4844,Daire,7,False,1.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,50000,3,1,140.0,2.5,Ankara - Çankaya - Oran,Ankara - Çankaya,Ankara
4845,Daire,26,False,1.0,İkinci El,Kombi,Doğalgaz,12000,2,1,70.0,2.5,Other,Other,Balıkesir
4846,Daire,32,False,1.0,İkinci El,Kombi,Doğalgaz,26000,3,1,125.0,2.5,Other,İstanbul - Kadıköy,İstanbul
4847,Daire,1,False,1.0,Sıfır,Klima,Elektrik,15000,2,1,130.0,5.0,Other,İzmir - Bayraklı,İzmir
4848,Daire,4,False,1.0,Sıfır,Merkezi,Doğalgaz,29000,1,1,60.0,1.0,Other,İstanbul - Bakırköy,İstanbul
4849,Daire,2,True,1.0,İkinci El,Klima,Elektrik,27500,1,1,70.0,2.0,Other,Muğla - Bodrum,Muğla
4850,Daire,31,False,2.0,İkinci El,Merkezi,Bilinmiyor,31000,3,1,108.0,1.0,Other,İstanbul - Üsküdar,İstanbul
4851,Daire,15,False,2.0,İkinci El,Kombi,Doğalgaz,19500,4,1,160.0,0.5,Other,Ankara - Çankaya,Ankara
4852,Residence,5,True,2.0,İkinci El,Merkezi,Bilinmiyor,120000,2,1,120.0,15.0,Other,İstanbul - Üsküdar,İstanbul
4853,Daire,8,True,1.0,Sıfır,Kombi,Doğalgaz,20000,1,1,75.0,3.0,İstanbul - Kağıthane - Ortabayır,İstanbul - Kağıthane,İstanbul
4854,Daire,25,True,1.0,İkinci El,Kombi,Doğalgaz,130000,2,1,100.0,1.0,Other,İstanbul - Silivri,İstanbul
4855,Daire,7,False,1.0,İkinci El,Kombi,Doğalgaz,12000,2,1,125.0,3.0,Other,Gaziantep - Şahinbey,Gaziantep
4856,Daire,4,False,2.0,Sıfır,Kombi,Doğalgaz,15000,2,1,110.0,1.0,Other,İstanbul - Esenyurt,İstanbul
4857,Daire,22,False,1.0,İkinci El,Kombi,Doğalgaz,8500,3,1,120.0,2.0,Other,Eskişehir - Odunpazarı,Eskişehir
4858,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,12000,2,1,125.0,2.0,Other,Edirne - Merkez,Edirne
4859,Daire,0,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,15000,1,1,60.0,2.0,Other,Tekirdağ - Çorlu,Tekirdağ
4860,Daire,20,False,1.0,İkinci El,Kombi,Bilinmiyor,10000,2,1,65.0,4.0,Other,İstanbul - Beyoğlu,İstanbul
4861,Daire,30,True,1.0,İkinci El,Merkezi,Doğalgaz,27000,2,1,110.0,3.0,Other,Ankara - Çankaya,Ankara
4862,Daire,15,True,1.0,İkinci El,Klima,Elektrik,6500,1,0,50.0,0.5,Other,Adana - Seyhan,Adana
4863,Daire,11,False,1.0,Sıfır,Kombi,Doğalgaz,25000,3,1,140.0,5.0,Other,Ankara - Keçiören,Ankara
4864,Villa,9,True,2.0,İkinci El,Klima,Elektrik,69400,3,1,200.0,2.5,Other,Antalya - Alanya,Antalya
4865,Daire,28,False,1.0,İkinci El,Merkezi,Doğalgaz,24500,3,1,135.0,4.0,Other,İstanbul - Bakırköy,İstanbul
4866,Daire,40,False,1.0,İkinci El,Kombi,Doğalgaz,25000,2,1,100.0,-1.0,Other,İstanbul - Beyoğlu,İstanbul
4867,Daire,30,True,1.0,İkinci El,Klima,Elektrik,10000,1,0,20.0,1.0,Other,Other,Çanakkale
4868,Daire,28,False,1.0,İkinci El,Kombi,Doğalgaz,26500,3,1,110.0,1.0,Other,İstanbul - Sarıyer,İstanbul
4869,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,14000,2,1,85.0,-2.0,Other,Ankara - Mamak,Ankara
4871,Daire,15,True,1.0,İkinci El,Kombi,Doğalgaz,22000,3,1,155.0,4.0,Other,Antalya - Konyaaltı,Antalya
4872,Daire,10,False,2.0,İkinci El,Kombi,Doğalgaz,17000,3,1,150.0,3.0,Other,Other,Kocaeli
4873,Daire,40,False,2.0,İkinci El,Kombi,Doğalgaz,80000,3,1,180.0,0.0,Other,İstanbul - Sarıyer,İstanbul
4874,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,18000,3,1,205.0,2.5,Other,İzmir - Buca,İzmir
4875,Daire,28,False,1.0,İkinci El,Kombi,Bilinmiyor,20000,2,1,95.0,5.0,Other,Other,İzmir
4876,Daire,14,True,1.0,İkinci El,Kombi,Doğalgaz,40000,3,1,120.0,5.0,Other,İstanbul - Kağıthane,İstanbul
4878,Daire,8,False,1.0,İkinci El,Klima,Elektrik,14000,1,1,55.0,4.0,Other,Hatay - İskenderun,Hatay
4880,Daire,8,False,1.0,İkinci El,Klima,Elektrik,14000,1,1,55.0,4.0,Other,Hatay - İskenderun,Hatay
4881,Daire,21,True,1.0,İkinci El,Kombi,Bilinmiyor,30000,3,1,135.0,-1.0,Other,Ankara - Çankaya,Ankara
4882,Daire,32,True,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,100.0,20.0,Other,Ankara - Mamak,Ankara
4883,Daire,5,True,1.0,İkinci El,Kombi,Doğalgaz,20000,2,1,80.0,3.0,Other,Tekirdağ - Süleymanpaşa,Tekirdağ
4884,Daire,7,False,1.0,İkinci El,Kombi,Doğalgaz,20000,2,1,90.0,4.0,Other,İzmir - Karşıyaka,İzmir
4886,Daire,30,False,1.0,İkinci El,Merkezi,Doğalgaz,22000,3,1,100.0,3.0,Other,İstanbul - Bakırköy,İstanbul
4887,Daire,14,False,1.0,İkinci El,Kombi,Bilinmiyor,10000,1,1,55.0,4.0,Other,Eskişehir - Tepebaşı,Eskişehir
4888,Daire,36,False,1.0,İkinci El,Kombi,Doğalgaz,36000,2,1,110.0,2.0,Other,İstanbul - Kadıköy,İstanbul
4889,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,10000,2,1,95.0,1.0,Other,Ankara - Keçiören,Ankara
4890,Daire,14,True,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,90.0,2.0,Other,Bolu - Merkez,Bolu
4892,Daire,10,True,1.0,İkinci El,Kombi,Doğalgaz,11000,1,1,60.0,3.0,Other,Bolu - Merkez,Bolu
4893,Daire,8,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,9000,1,1,65.0,2.0,Bursa - Nilüfer - Dumlupınar,Bursa - Nilüfer,Bursa
4894,Daire,11,False,1.0,İkinci El,Kombi,Doğalgaz,8500,1,1,50.0,0.0,Other,Edirne - Merkez,Edirne
4895,Residence,4,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,29500,1,0,45.0,8.0,Other,İstanbul - Şişli,İstanbul
4896,Daire,4,True,1.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,24000,1,1,75.0,2.0,Other,Ankara - Gölbaşı,Ankara
4897,Daire,4,False,2.0,İkinci El,Klima,Elektrik,16000,2,1,105.0,0.0,Other,Other,Muğla
4898,Daire,3,False,2.0,İkinci El,Kombi,Doğalgaz,18000,3,1,110.0,0.5,Other,Balıkesir - Bandırma,Balıkesir
4900,Daire,10,True,1.0,İkinci El,Kombi,Doğalgaz,11000,2,1,55.0,2.5,Other,Denizli - Pamukkale,Denizli
4901,Daire,15,True,2.0,İkinci El,Yerden Isıtma,Doğalgaz,20000,2,1,80.0,4.0,Other,Denizli - Pamukkale,Denizli
4902,Daire,35,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,26500,3,1,115.0,0.5,Other,Ankara - Çankaya,Ankara
4903,Daire,11,True,1.0,İkinci El,Klima,Bilinmiyor,18000,2,1,85.0,4.0,Other,Antalya - Konyaaltı,Antalya
4904,Daire,10,False,3.0,İkinci El,Klima,Bilinmiyor,13000,2,1,125.0,3.0,Other,Other,Muğla
4905,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,6000,3,1,120.0,0.5,Other,Other,Kayseri
4906,Daire,7,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,13250,3,1,170.0,2.5,Other,Other,Konya
4907,Daire,18,False,1.0,İkinci El,Kombi,Doğalgaz,13500,2,1,100.0,0.5,Other,İstanbul - Küçükçekmece,İstanbul
4908,Daire,0,False,2.0,Sıfır,Kombi,Doğalgaz,15000,3,1,135.0,8.0,Other,Other,Other
4909,Daire,5,True,1.0,İkinci El,Kombi,Doğalgaz,12000,1,1,55.0,4.0,Samsun - Atakum - Körfez,Samsun - Atakum,Samsun
4910,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,21000,4,1,202.0,6.0,Other,İstanbul - Esenyurt,İstanbul
4911,Daire,0,True,2.0,İkinci El,Kombi,Doğalgaz,92200,3,1,138.0,2.0,Other,İstanbul - Kadıköy,İstanbul
4912,Daire,3,False,1.0,İkinci El,Kombi,Doğalgaz,12000,2,1,75.0,1.0,Other,Isparta - Merkez,Isparta
4913,Daire,4,True,1.0,İkinci El,Yerden Isıtma,Doğalgaz,26000,1,1,55.0,1.0,Ankara - Çankaya - Oran,Ankara - Çankaya,Ankara
4914,Daire,0,False,2.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,15000,2,1,94.0,3.0,Other,Antalya - Kepez,Antalya
4915,Daire,20,True,1.0,İkinci El,Kombi,Doğalgaz,27500,2,1,120.0,4.0,Other,İstanbul - Kağıthane,İstanbul
4916,Daire,29,False,1.0,İkinci El,Kombi,Doğalgaz,7500,3,1,110.0,0.5,Other,Kayseri - Melikgazi,Kayseri
4917,Daire,2,False,2.0,Sıfır,Merkezi (Pay Ölçer),Bilinmiyor,17500,4,1,185.0,6.0,Other,Other,Kayseri
4918,Daire,4,False,1.0,İkinci El,Merkezi,Bilinmiyor,12000,3,1,145.0,2.0,Other,Other,Other
4919,Daire,40,False,1.0,İkinci El,Kombi,Doğalgaz,16500,2,1,75.0,4.0,Other,İstanbul - Fatih,İstanbul
4920,Daire,19,True,2.0,İkinci El,Kombi,Doğalgaz,18000,3,1,150.0,20.0,Other,Ankara - Etimesgut,Ankara
4921,Daire,25,True,1.0,İkinci El,Kombi,Doğalgaz,19500,3,1,125.0,1.0,Ankara - Keçiören - Aşağı Eğlence,Ankara - Keçiören,Ankara
4923,Daire,15,False,1.0,İkinci El,Kombi,Bilinmiyor,17500,3,1,120.0,3.0,Other,Ankara - Yenimahalle,Ankara
4924,Daire,25,True,2.0,İkinci El,Kombi,Doğalgaz,25000,3,1,160.0,4.0,Other,İzmir - Balçova,İzmir
4926,Daire,3,True,1.0,İkinci El,Klima,Elektrik,8500,1,1,50.0,-1.0,Adana - Sarıçam - Gültepe,Adana - Sarıçam,Adana
4927,Daire,10,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,18000,4,1,200.0,11.0,Other,Other,Kayseri
4928,Daire,10,False,1.0,İkinci El,Kombi,Doğalgaz,12500,3,1,177.0,3.0,Other,Hatay - Antakya,Hatay
4929,Daire,0,False,2.0,İkinci El,Kombi,Bilinmiyor,18000,2,1,100.0,3.0,Other,Other,Trabzon
4930,Daire,1,False,1.0,İkinci El,Kombi,Bilinmiyor,14000,2,1,68.0,2.0,Other,Denizli - Merkezefendi,Denizli
4931,Daire,1,False,1.0,İkinci El,Klima,Bilinmiyor,15000,2,1,90.0,0.0,Other,Antalya - Döşemealtı,Antalya
4932,Daire,7,True,1.0,İkinci El,Klima,Bilinmiyor,1,1,1,85.0,20.0,Other,Hatay - Arsuz,Hatay
4933,Daire,0,True,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,14000,1,1,70.0,2.5,Other,Other,Other
4934,Daire,20,True,1.0,İkinci El,Kombi,Doğalgaz,20000,3,1,130.0,-1.0,Other,Other,Zonguldak
4935,Villa,17,True,2.0,İkinci El,Merkezi,Doğalgaz,75000,4,1,350.0,2.5,Other,Ankara - Çankaya,Ankara
4936,Daire,2,True,1.0,İkinci El,Klima,Bilinmiyor,20000,2,1,115.0,1.5,Other,Muğla - Bodrum,Muğla
4937,Daire,5,False,1.0,İkinci El,Kombi,Bilinmiyor,20000,3,1,190.0,1.0,Other,Denizli - Pamukkale,Denizli
4938,Daire,0,False,2.0,Sıfır,Kombi,Doğalgaz,26000,3,2,200.0,4.0,Other,İstanbul - Beylikdüzü,İstanbul
4940,Daire,4,False,1.0,İkinci El,Kombi,Bilinmiyor,17250,1,1,65.0,2.0,Other,İstanbul - Maltepe,İstanbul
4941,Daire,10,True,1.0,İkinci El,Kombi,Doğalgaz,9000,1,1,65.0,2.5,Other,Eskişehir - Odunpazarı,Eskişehir
4942,Daire,27,False,1.0,İkinci El,Kombi,Doğalgaz,16800,2,1,100.0,2.0,İstanbul - Kağıthane - Sultan Selim,İstanbul - Kağıthane,İstanbul
4943,Daire,21,False,1.0,İkinci El,Kombi,Doğalgaz,7000,3,1,125.0,2.5,Other,Isparta - Merkez,Isparta
4944,Müstakil Ev,16,False,2.0,İkinci El,Klima,Bilinmiyor,25000,3,1,250.0,2.5,Other,Muğla - Milas,Muğla
4945,Daire,35,False,2.0,İkinci El,Merkezi,Doğalgaz,90000,3,1,130.0,1.0,Other,İstanbul - Beşiktaş,İstanbul
4946,Daire,25,False,1.0,İkinci El,Kombi,Elektrik,140000,3,1,145.0,2.0,Adana - Çukurova - Yurt,Adana - Çukurova,Adana
4947,Daire,21,True,1.0,İkinci El,Kombi,Bilinmiyor,26000,3,1,140.0,4.0,Other,Ankara - Çankaya,Ankara
4948,Daire,30,False,1.0,İkinci El,Klima,Bilinmiyor,7500,2,1,130.0,4.0,Other,Other,Aydın
4949,Daire,18,True,1.0,İkinci El,Kombi,Doğalgaz,25000,3,1,115.0,1.0,Other,Ankara - Yenimahalle,Ankara
4950,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,90.0,0.0,Other,İstanbul - Bahçelievler,İstanbul
4951,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,12500,3,1,140.0,2.0,Other,Other,Amasya
4952,Daire,25,True,1.0,İkinci El,Kombi,Doğalgaz,30000,2,1,100.0,8.0,Other,İstanbul - Büyükçekmece,İstanbul
4953,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,25000,3,1,125.0,1.0,Other,Tekirdağ - Süleymanpaşa,Tekirdağ
4954,Daire,35,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,20000,3,1,125.0,2.0,Other,İzmir - Bornova,İzmir
4955,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,13500,3,1,110.0,1.0,Other,Ankara - Keçiören,Ankara
4956,Daire,13,False,1.0,İkinci El,Klima,Elektrik,17500,3,1,165.0,6.0,Other,Antalya - Kepez,Antalya
4957,Daire,4,False,1.0,İkinci El,Kombi,Doğalgaz,8500,1,1,75.0,20.0,Other,İstanbul - Esenyurt,İstanbul
4958,Daire,20,False,2.0,İkinci El,Merkezi,Doğalgaz,17500,3,1,190.0,3.0,Other,Kayseri - Melikgazi,Kayseri
4959,Daire,13,False,1.0,İkinci El,Kombi,Doğalgaz,21000,3,1,130.0,20.0,Other,Bursa - Nilüfer,Bursa
4960,Daire,34,False,1.0,İkinci El,Kombi,Doğalgaz,12000,2,1,65.0,0.5,Other,İstanbul - Bahçelievler,İstanbul
4961,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,16000,2,1,75.0,5.0,Other,İstanbul - Fatih,İstanbul
4962,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,10000,3,1,135.0,20.0,Other,Other,Bartın
4963,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,16000,2,1,75.0,5.0,Other,İstanbul - Fatih,İstanbul
4964,Daire,5,False,1.0,İkinci El,Kombi,Bilinmiyor,19500,2,1,75.0,1.0,Other,İzmir - Karşıyaka,İzmir
4965,Daire,17,False,1.0,İkinci El,Kombi,Doğalgaz,1490000,2,1,110.0,0.0,Other,Ankara - Mamak,Ankara
4966,Daire,30,True,1.0,İkinci El,Merkezi,Doğalgaz,24000,2,1,90.0,7.0,Other,Ankara - Yenimahalle,Ankara
4967,Daire,30,True,1.0,İkinci El,Kombi,Doğalgaz,15000,1,1,60.0,20.0,İstanbul - Şişli - Mecidiyeköy,İstanbul - Şişli,İstanbul
4968,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,15750,2,1,80.0,2.0,Other,İstanbul - Sancaktepe,İstanbul
4969,Daire,18,True,1.0,İkinci El,Kombi,Doğalgaz,15250,2,1,85.0,-2.0,Other,Ankara - Etimesgut,Ankara
4970,Daire,28,False,1.0,İkinci El,Kombi,Doğalgaz,12000,3,1,135.0,5.0,Other,Bolu - Merkez,Bolu
4971,Daire,27,False,1.0,İkinci El,Kombi,Doğalgaz,13000,3,1,145.0,5.0,Other,Samsun - İlkadım,Samsun
4972,Daire,25,False,1.0,İkinci El,Merkezi,Doğalgaz,18000,3,1,180.0,9.0,Other,Other,Konya
4973,Daire,10,False,1.0,İkinci El,Kombi,Doğalgaz,10800,3,1,130.0,2.0,Other,Ankara - Sincan,Ankara
4974,Daire,20,False,1.0,İkinci El,Kombi,Bilinmiyor,14000,2,1,100.0,0.0,Other,İstanbul - Bahçelievler,İstanbul
4976,Daire,6,True,1.0,İkinci El,Merkezi,Doğalgaz,13500,2,1,80.0,1.0,Other,Gaziantep - Şahinbey,Gaziantep
4977,Daire,16,True,1.0,İkinci El,Kombi,Bilinmiyor,10000,3,1,160.0,5.0,Other,Other,Other
4978,Daire,5,False,1.0,İkinci El,Isıtma Yok,Bilinmiyor,15000,3,1,120.0,1.0,Other,İzmir - Çiğli,İzmir
4980,Daire,5,False,1.0,İkinci El,Isıtma Yok,Bilinmiyor,15000,3,1,120.0,1.0,Other,İzmir - Çiğli,İzmir
4981,Daire,0,False,1.0,İkinci El,Yerden Isıtma,Bilinmiyor,11000,2,1,95.0,1.0,Other,Düzce - Merkez,Düzce
4982,Daire,35,True,1.0,İkinci El,Kombi,Doğalgaz,13000,3,1,100.0,2.0,Other,Ankara - Çankaya,Ankara
4984,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,20000,3,1,110.0,-1.0,Other,Ankara - Etimesgut,Ankara
4985,Daire,11,False,1.0,İkinci El,Kombi,Doğalgaz,17000,2,1,100.0,2.0,Other,Ankara - Etimesgut,Ankara
4986,Daire,25,False,2.0,İkinci El,Kombi,Doğalgaz,16000,2,1,95.0,3.0,Other,İstanbul - Kağıthane,İstanbul
4987,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,15000,3,1,170.0,2.5,Other,Denizli - Merkezefendi,Denizli
4988,Daire,20,False,1.0,İkinci El,Isıtma Yok,Elektrik,14000,2,1,90.0,3.0,Other,İstanbul - Ataşehir,İstanbul
4989,Villa,11,True,3.0,İkinci El,Klima,Bilinmiyor,550000,4,1,200.0,0.0,Other,İzmir - Çeşme,İzmir
4990,Daire,22,False,1.0,İkinci El,Kombi,Doğalgaz,20250,3,1,135.0,1.0,Other,Ankara - Çankaya,Ankara
4991,Daire,5,False,1.0,İkinci El,Kombi,Doğalgaz,10000,2,1,100.0,2.5,Other,İstanbul - Esenyurt,İstanbul
4992,Daire,35,False,2.0,İkinci El,Kombi,Doğalgaz,30000,3,2,170.0,5.0,Other,İstanbul - Şişli,İstanbul
4993,Müstakil Ev,21,False,1.0,İkinci El,Kombi,Bilinmiyor,15000,1,1,55.0,0.0,Other,İstanbul - Beykoz,İstanbul
4995,Daire,31,True,1.0,İkinci El,Kombi,Bilinmiyor,17500,1,1,50.0,4.0,Other,İstanbul - Fatih,İstanbul
4996,Daire,26,False,1.0,İkinci El,Kombi,Doğalgaz,8500,2,1,110.0,2.0,Other,Isparta - Merkez,Isparta
4997,Daire,6,False,1.0,İkinci El,Kombi,Doğalgaz,12000,2,1,110.0,4.0,Other,Samsun - Atakum,Samsun
4998,Daire,24,False,1.0,İkinci El,Kombi,Doğalgaz,17000,3,1,110.0,4.0,Other,İstanbul - Kağıthane,İstanbul
4999,Daire,30,True,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,80.0,1.0,Other,Tekirdağ - Süleymanpaşa,Tekirdağ
5000,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,18000,3,1,145.0,3.0,İzmir - Karabağlar - Bahçelievler,İzmir - Karabağlar,İzmir
5001,Müstakil Ev,0,False,1.0,Sıfır,Klima,Elektrik,20000,2,1,85.0,2.5,Other,Muğla - Marmaris,Muğla
5002,Daire,1,True,1.0,Sıfır,Kombi,Doğalgaz,10000,2,1,60.0,2.5,Other,Denizli - Merkezefendi,Denizli
5003,Daire,5,False,1.0,İkinci El,Kombi,Bilinmiyor,17000,2,1,95.0,2.0,Other,İzmir - Buca,İzmir
5004,Daire,0,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,16000,1,1,85.0,1.0,Other,Other,Kocaeli
5006,Villa,4,True,2.0,Sıfır,Kombi,Doğalgaz,5000,5,2,200.0,2.5,Other,Other,Tekirdağ
5007,Daire,0,False,1.0,İkinci El,Merkezi,Bilinmiyor,12000,2,1,95.0,3.0,Other,Tekirdağ - Çorlu,Tekirdağ
5008,Daire,31,False,2.0,İkinci El,Kombi,Bilinmiyor,85000,3,1,180.0,1.0,Other,İstanbul - Sarıyer,İstanbul
5009,Daire,0,True,1.0,Sıfır,Kombi,Doğalgaz,13000,1,1,42.0,0.5,Other,Nevşehir - Merkez,Nevşehir
5010,Daire,26,True,1.0,İkinci El,Kombi,Bilinmiyor,18500,2,1,90.0,4.0,Other,Other,Kocaeli
5011,Daire,7,False,2.0,İkinci El,Kombi,Doğalgaz,17000,3,1,170.0,2.5,Other,Other,Aydın
5012,Daire,30,False,2.0,İkinci El,Merkezi,Doğalgaz,20000,3,1,120.0,0.0,Other,İstanbul - Güngören,İstanbul
5014,Müstakil Ev,16,False,1.0,İkinci El,Isıtma Yok,Elektrik,30000,2,1,80.0,2.5,Other,Muğla - Bodrum,Muğla
