,House Type,House Age,Furniture,Bathroom Count,Hand,Heater Type,Heater Fuel,Price,Rooms,Living Rooms,House Size m2,Floor Level,Neighborhood Grouped,Town Grouped,City Grouped
7856,Daire,4,True,1.0,İkinci El,Kombi,Bilinmiyor,9000,1,1,60.0,2.0,Other,Denizli - Pamukkale,Denizli
7857,Daire,10,True,1.0,İkinci El,Klima,Elektrik,15000,2,1,100.0,0.5,Other,Antalya - Kepez,Antalya
7858,Daire,5,False,2.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,18000,3,1,155.0,1.0,Other,Other,Giresun
7860,Villa,11,True,3.0,İkinci El,Yerden Isıtma,Bilinmiyor,75000,6,1,500.0,0.0,Other,İstanbul - Silivri,İstanbul
7861,Daire,17,False,1.0,İkinci El,Kombi,Doğalgaz,14500,3,1,125.0,3.0,Other,Other,Ankara
7862,Daire,7,False,1.0,İkinci El,Yerden Isıtma,Doğalgaz,19000,3,1,170.0,2.5,Other,Denizli - Merkezefendi,Denizli
7863,Daire,7,True,1.0,İkinci El,Kombi,Bilinmiyor,13000,1,1,70.0,20.0,Other,Other,Amasya
7864,Daire,28,True,1.0,İkinci El,Kombi,Doğalgaz,35000,3,1,130.0,1.0,Other,İstanbul - Şişli,İstanbul
7865,Daire,31,True,1.0,İkinci El,Kombi,Bilinmiyor,223960,2,1,132.0,3.0,Other,İstanbul - Üsküdar,İstanbul
7866,Daire,18,True,1.0,İkinci El,Klima,Elektrik,40000,1,1,95.0,20.0,Other,Muğla - Bodrum,Muğla
7867,Daire,26,False,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,140.0,4.0,Other,Other,Bursa
7868,Daire,5,False,1.0,İkinci El,Kombi,Bilinmiyor,28000,2,1,125.0,3.0,Other,İzmir - Karşıyaka,İzmir
7869,Daire,9,True,1.0,İkinci El,Kombi,Bilinmiyor,25000,3,1,140.0,0.5,Ankara - Çankaya - Kırkkonaklar,Ankara - Çankaya,Ankara
7870,Daire,17,False,3.0,İkinci El,Kombi,Doğalgaz,95000,4,2,290.0,20.0,Other,İstanbul - Sarıyer,İstanbul
7871,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,18000,2,1,110.0,1.0,Other,Muğla - Menteşe,Muğla
7872,Müstakil Ev,31,False,1.0,İkinci El,Kombi,Doğalgaz,12000,2,1,90.0,2.5,Other,Denizli - Merkezefendi,Denizli
7874,Daire,0,True,2.0,İkinci El,Kombi,Bilinmiyor,30000,2,1,83.0,1.0,Other,Antalya - Muratpaşa,Antalya
7875,Daire,5,False,1.0,İkinci El,Kombi,Bilinmiyor,19000,3,1,145.0,2.0,Other,Other,Kocaeli
7876,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,15000,1,1,55.0,2.5,Other,İzmir - Buca,İzmir
7877,Daire,0,False,2.0,Sıfır,Klima,Elektrik,13000,2,1,105.0,2.0,Other,Other,Antalya
7878,Daire,10,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,75000,3,1,180.0,7.0,İstanbul - Sarıyer - Maslak,İstanbul - Sarıyer,İstanbul
7879,Daire,16,False,1.0,İkinci El,Klima,Elektrik,27000,2,1,95.0,2.0,Other,Muğla - Bodrum,Muğla
7880,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,15000,3,1,120.0,4.0,Other,İstanbul - Küçükçekmece,İstanbul
7881,Daire,45,True,1.0,İkinci El,Kombi,Bilinmiyor,20000,2,1,75.0,1.0,Other,Ankara - Çankaya,Ankara
7882,Daire,2,True,1.0,Sıfır,Klima,Elektrik,13000,1,1,55.0,1.0,Other,Antalya - Alanya,Antalya
7883,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,5500,1,1,50.0,0.5,Other,Other,Other
7884,Daire,5,True,1.0,İkinci El,Kombi,Bilinmiyor,27000,2,1,105.0,5.0,Other,İstanbul - Kağıthane,İstanbul
7885,Daire,10,False,2.0,İkinci El,Kombi,Doğalgaz,17000,3,1,180.0,1.0,Other,Ankara - Sincan,Ankara
7886,Daire,35,False,1.0,İkinci El,Isıtma Yok,Bilinmiyor,10000,2,1,100.0,5.0,Other,İzmir - Karabağlar,İzmir
7887,Daire,35,True,1.0,İkinci El,Kombi,Doğalgaz,19500,1,1,55.0,1.0,Other,İstanbul - Beyoğlu,İstanbul
7888,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,15500,3,1,130.0,4.0,Other,İstanbul - Avcılar,İstanbul
7889,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,10000,1,1,55.0,0.5,Other,Balıkesir - Bandırma,Balıkesir
7890,Daire,0,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,20000,1,1,55.0,5.0,Other,Ankara - Yenimahalle,Ankara
7891,Daire,27,False,1.0,İkinci El,Merkezi,Doğalgaz,17500,1,1,67.0,1.0,İstanbul - Küçükçekmece - Atakent,İstanbul - Küçükçekmece,İstanbul
7892,Daire,15,False,1.0,İkinci El,Klima,Elektrik,15000,1,1,70.0,1.0,Other,Antalya - Kemer,Antalya
7893,Daire,20,False,1.0,İkinci El,Klima,Bilinmiyor,15000,3,1,140.0,2.0,Other,Antalya - Manavgat,Antalya
7894,Daire,22,False,2.0,İkinci El,Kombi,Doğalgaz,30000,4,1,175.0,1.0,Other,Antalya - Muratpaşa,Antalya
7895,Daire,4,False,2.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,28500,2,1,155.0,0.0,Other,Denizli - Merkezefendi,Denizli
7896,Daire,4,False,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,65.0,0.0,Other,İstanbul - Şişli,İstanbul
7898,Daire,15,True,1.0,İkinci El,Kombi,Doğalgaz,15500,1,1,65.0,20.0,Other,İstanbul - Maltepe,İstanbul
7899,Daire,26,True,1.0,İkinci El,Kombi,Doğalgaz,4200000,3,1,120.0,11.0,Other,İstanbul - Ataşehir,İstanbul
7900,Daire,50,True,2.0,İkinci El,Kombi,Doğalgaz,50000,3,1,130.0,3.0,Other,İstanbul - Beyoğlu,İstanbul
7901,Daire,5,True,1.0,İkinci El,Kombi,Doğalgaz,18000,2,1,120.0,2.5,Other,Other,Sakarya
7902,Daire,6,True,1.0,İkinci El,Klima,Elektrik,850,1,1,65.0,2.0,Antalya - Konyaaltı - Hurma,Antalya - Konyaaltı,Antalya
7903,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,17000,1,1,70.0,2.0,Other,İstanbul - Üsküdar,İstanbul
7904,Daire,27,False,1.0,İkinci El,Kombi,Doğalgaz,26000,2,1,90.0,4.0,Other,İstanbul - Şişli,İstanbul
7906,Daire,25,False,1.0,İkinci El,Klima,Elektrik,13000,2,1,85.0,0.5,Balıkesir - Edremit - Altınoluk,Balıkesir - Edremit,Balıkesir
7907,Daire,45,True,1.0,İkinci El,Kombi,Doğalgaz,18000,2,1,85.0,2.0,Other,İstanbul - Fatih,İstanbul
7908,Daire,20,True,1.0,İkinci El,Merkezi,Doğalgaz,25000,3,1,125.0,2.0,Ankara - Çankaya - Birlik,Ankara - Çankaya,Ankara
7909,Daire,12,True,2.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,65000,2,1,135.0,20.0,İstanbul - Sarıyer - Maslak,İstanbul - Sarıyer,İstanbul
7910,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,9500,3,1,150.0,2.0,Other,Other,Other
7911,Daire,5,False,2.0,İkinci El,Kombi,Bilinmiyor,22500,4,1,200.0,1.0,Other,Adana - Seyhan,Adana
7912,Villa,4,True,2.0,İkinci El,Klima,Elektrik,45000,3,1,120.0,2.5,Other,Aydın - Kuşadası,Aydın
